id,aqisitionStation,pressure,relative_humidity,temperature,timestamp,wind,nebulosityType,windtype
2433,"BUCURESTI BANEASA",1011.5,82,13,1435883062997,NULL,NULL,NULL
2434,"BUCURESTI FILARET",1011.5,82,15.9,1435883063026,NULL,NULL,NULL
2435,BUZAU,1011.5,82,16.3,1435883063055,2.0,NULL,NULL
2436,CALAFAT,1015.6,86,18.1,1435883063084,2.0,NULL,NULL
2437,CALARASI,1020.1,77,16.9,1435883063112,2.0,NULL,NULL
2438,"CALIMANI (RETITIS)",808.8,100,5.3,1435883063140,NULL,NULL,NULL
2439,"CAMPENI (BISTRA)",954.4,97,11.1,1435883063169,1.0,NULL,NULL
2440,CAMPINA,970,77,15,1435883063197,1.0,NULL,NULL
2441,CARACAL,1010.6,92,18.6,1435883063226,1.0,NULL,NULL
2442,CARANSEBES,995.2,93,14.3,1435883063254,2.0,NULL,NULL
2443,"CEAHLAU TOACA",819.6,100,6.1,1435883063290,6.0,NULL,NULL
2444,CERNAVODA,1011.7,68,18.5,1435883063342,2.0,NULL,NULL
2445,"CHISINEU CRIS",1012.2,78,15.5,1435883063371,3.0,NULL,NULL
2446,CLUJ-NAPOCA,977.4,90,14,1435883063400,2.0,NULL,NULL
2447,CONSTANTA,1019.4,70,18.2,1435883063428,2.0,NULL,NULL
2448,CORUGEA,995.4,100,16.4,1435883063457,3.0,NULL,NULL
2449,COTNARI,989.4,65,18.3,1435883063485,9.0,NULL,NULL
2450,CRAIOVA,1000.3,88,18.1,1435883063514,2.0,NULL,NULL
2451,DARABANI,994.7,75,16.6,1435883063542,4.0,NULL,NULL
2452,DEJ,997.6,94,12.9,1435883063570,1.0,NULL,NULL
2453,DEVA,990.9,85,14.2,1435883063599,NULL,NULL,NULL
2454,DRAGASANI,990.9,85,17.6,1435883063627,1.0,NULL,NULL
2455,"DROBETA TURNU SEVERIN",1014.8,82,19.3,1435883063656,2.0,NULL,NULL
2456,DUMBRAVENI,987.1,96,12.6,1435883063684,1.0,NULL,NULL
2457,"DUMBRAVITA DE CODRU",956.9,72,16,1435883063712,1.0,NULL,NULL
2458,FAGARAS,974.7,100,14.2,1435883063741,2.0,NULL,NULL
2459,FETESTI,1014.6,59,20.7,1435883063777,1.0,NULL,NULL
2460,FOCSANI,1016.5,57,19.9,1435883063830,2.0,NULL,NULL
2461,FUNDATA,872.6,98,9.8,1435883063857,4.0,NULL,NULL
2462,GALATI,1013.8,71,16.8,1435883063886,2.0,NULL,NULL
2463,GIURGIU,1020.3,75,15.3,1435883063915,NULL,NULL,NULL
2464,GRIVITA,1020.3,75,14.5,1435883064931,NULL,NULL,NULL
2465,"GURA PORTITEI",1020.3,75,19.3,1435883064957,6.0,NULL,NULL
2466,GURAHONT,1002.8,91,13.4,1435883064983,2.0,NULL,NULL
2467,HALANGA,1017.2,86,20.2,1435883065011,NULL,NULL,NULL
2468,HARSOVA,1017.2,86,15.4,1435883065039,1.0,NULL,NULL
2469,HOLOD,1014.4,75,15.7,1435883065068,NULL,NULL,NULL
2470,IASI,1014.4,75,18.8,1435883065096,1.0,NULL,NULL
2471,"INTORSURA BUZAULUI",945,100,11.9,1435883065122,1.0,NULL,NULL
2472,JIMBOLIA,1014.4,57,19.2,1435883065150,3.0,NULL,NULL
2473,JOSENI,939.6,92,9,1435883065196,2.0,NULL,NULL
2474,JURILOVCA,1016.2,63,18,1435883065239,5.0,NULL,NULL
2475,LACAUTI,822,100,7.1,1435883065266,6.0,NULL,NULL
2476,LUGOJ,1008.9,92,13.7,1435883065297,1.0,NULL,NULL
2477,MAHMUDIA,1000.6,81,16.3,1435883065326,8.0,NULL,NULL
2478,MANGALIA,1019.9,74,18.1,1435883065351,2.0,NULL,NULL
2479,MEDGIDIA,1013.4,78,15.7,1435883065379,2.0,NULL,NULL
2480,"MIERCUREA CIUC",948.6,95,8.8,1435883065408,1.0,NULL,NULL
2481,"MOLDOVA VECHE",1008.1,81,16.4,1435883065437,NULL,NULL,NULL
2482,"NEGRESTI (VASLUI)",1008.1,81,18.4,1435883065465,2.0,NULL,NULL
2483,"OBARSIA LOTRULUI",875.1,90,6.7,1435883065493,2.0,NULL,NULL
2484,"OCNA SUGATAG",967.6,75,13.2,1435883065521,1.0,NULL,NULL
2485,"ODORHEIUL SECUIESC",963.9,67,15.3,1435883065576,1.0,NULL,NULL
2486,OLTENITA,1008.4,65,16.2,1435883065610,NULL,NULL,NULL
2487,ORADEA,1008.4,65,17.6,1435883065637,2.0,NULL,NULL
2488,ORAVITA,987.1,58,18.3,1435883065663,2.0,NULL,NULL
2489,PALTINIS,863.7,91,9.6,1435883065692,1.0,NULL,NULL
2490,PARANG,853.7,77,10.9,1435883065720,1.0,NULL,NULL
2491,PENTELEU,843.3,89,8.4,1435883065748,NULL,NULL,NULL
2492,"PIATRA NEAMT",982.3,67,17.1,1435883065777,2.0,NULL,NULL
2493,PITESTI,985.9,90,16.9,1435883065805,2.0,NULL,NULL
2494,PLOIESTI,1002.2,91,15.6,1435883065833,1.0,NULL,NULL
2495,"POIANA STAMPEI",920.8,86,11.4,1435883065862,1.0,NULL,NULL
2496,POLOVRAGI,962.7,82,15.6,1435883065891,2.0,NULL,NULL
2497,PREDEAL,901.9,93,10.2,1435883065927,1.0,NULL,NULL
2498,RADAUTI,980.2,70,16.7,1435883065979,3.0,NULL,NULL
2499,"RAMNICU VALCEA",996,83,17.4,1435883066007,2.0,NULL,NULL
2500,RESITA,990.4,92,15,1435883066036,1.0,NULL,NULL
2501,ROMAN,997.6,74,17.4,1435883066063,4.0,NULL,NULL
2502,"ROSIA MONTANA",891.1,70,12.7,1435883066091,5.0,NULL,NULL
2503,"ROSIORII DE VEDE",1010.9,86,18.4,1435883066121,1.0,NULL,NULL
2504,"SANNICOLAU MARE",1012.3,68,16.9,1435883066150,4.0,NULL,NULL
2505,SARMASU,1010.9,83,15.1,1435883066178,NULL,NULL,NULL
2506,"SATU MARE",1010.9,83,13.7,1435883066206,2.0,NULL,NULL
2507,"SEBES (ALBA)",992.6,70,17.5,1435883066235,3.0,NULL,NULL
2508,SEMENIC,866.7,77,12.9,1435883066264,5.0,NULL,NULL
2509,"SFANTU GHEORGHE (MUNTE)",964,97,12.3,1435883066313,1.0,NULL,NULL
2510,SIBIU,972.3,90,14.5,1435883066351,1.0,NULL,NULL
2511,"SIGHETUL MARMATIEI",968.9,50,12.9,1435883066377,NULL,NULL,NULL
2512,"SINAIA 1500",968.9,50,8.9,1435883066409,NULL,NULL,NULL
2513,SIRIA,968.9,50,19.6,1435883066437,4.0,NULL,NULL
2514,SLATINA,1003.2,93,17.5,1435883066464,1.0,NULL,NULL
2515,SLOBOZIA,1016.3,81,15.5,1435883066493,2.0,NULL,NULL
2516,"STANA DE VALE",1010.3,81,6.2,1435883066521,NULL,NULL,NULL
2517,"STEFANESTI STANCA",1010.3,81,18.2,1435883066549,6.0,NULL,NULL
2518,"STEI (PETRU GROZA)",991,90,12.2,1435883066578,1.0,NULL,NULL
2519,STOLNICI,998.8,94,15.9,1435883066606,2.0,NULL,NULL
2520,SUCEAVA,982.1,75,16.1,1435883066634,3.0,NULL,NULL
2521,SULINA,1018.6,82,18.4,1435883066688,6.0,NULL,NULL
2522,"SUPURU DE JOS",790.3,84,12.3,1435883066723,NULL,NULL,NULL
2523,TARCU,790.3,84,8.3,1435883066749,6.0,NULL,NULL
2524,TARGOVISTE,988.7,100,14.6,1435883066778,3.0,NULL,NULL
2525,"TARGU JIU",992.9,95,17.4,1435883066806,NULL,NULL,NULL
2526,"TARGU LAPUS",992.9,95,11.8,1435883066835,NULL,NULL,NULL
2527,"TARGU LOGRESTI",992.9,95,16.8,1435883066863,1.0,NULL,NULL
2528,"TARGU MURES",988.8,92,12.3,1435883066892,1.0,NULL,NULL
2529,"TARGU NEAMT",979.6,64,17.9,1435883066920,3.0,NULL,NULL
2530,"TARGU OCNA",995.4,64,18.2,1435883066949,2.0,NULL,NULL
2531,"TARGU SECUIESC",958.6,84,11.7,1435883066977,1.0,NULL,NULL
2532,"TARNAVENI (BOBOHALMA)",964,63,16.8,1435883067005,2.0,NULL,NULL
2533,TEBEA,992.3,94,12.4,1435883067034,1.0,NULL,NULL
2534,TECUCI,1015.4,61,18.8,1435883067063,5.0,NULL,NULL
2535,TIMISOARA,1012.6,61,19,1435883067100,4.0,NULL,NULL
2536,TITU,1005.3,99,14.8,1435883067153,1.0,NULL,NULL
2537,TOPLITA,947.1,93,9.5,1435883067185,1.0,NULL,NULL
2538,TULCEA,1020.8,74,19,1435883067211,2.0,NULL,NULL
2539,TURDA,975.6,65,16,1435883067240,2.0,NULL,NULL
2540,"TURNU MAGURELE",1019.4,91,19.2,1435883067268,1.0,NULL,NULL
2541,URZICENI,1015.8,84,15.8,1435883067296,2.0,NULL,NULL
2542,"VARADIA DE MURES",760.1,87,11.3,1435883067325,NULL,NULL,NULL
2543,"VARFUL OMU",760.1,87,1.7,1435883067354,NULL,NULL,NULL
2544,VASLUI,1008.5,83,17.1,1435883067382,3.0,NULL,NULL
2545,"VLADEASA 1800",825.3,85,7.4,1435883067411,3.0,NULL,NULL
2546,VOINEASA,1018.9,100,11.1,1435883067440,NULL,NULL,NULL
2547,ZALAU,1018.9,100,14.8,1435883067468,NULL,NULL,NULL
2548,ZIMNICEA,1018.9,100,17.4,1435883067497,1.0,NULL,NULL
2549,ADAMCLISI,1003,75,16.4,1435886662136,1.0,NULL,NULL
2550,ADJUD,1009.8,77,18.4,1435886662166,3.0,NULL,NULL
2551,ALEXANDRIA,1014,96,15.6,1435886662207,1.0,NULL,NULL
2552,ARAD,1003,63,14.4,1435886662238,NULL,NULL,NULL
2553,BACAU,1003,63,19.2,1435886662263,2.0,NULL,NULL
2554,BACLES,987.3,76,17.1,1435886662291,2.0,NULL,NULL
2555,"BAIA MARE",1003.2,71,15.2,1435886662319,2.0,NULL,NULL
2556,"BAILE HERCULANE",1016.5,77,16.2,1435886662346,NULL,NULL,NULL
2557,BAILESTI,1016.5,77,19.2,1435886662382,1.0,NULL,NULL
2558,"BALEA LAC",1013.4,79,2.2,1435886662451,NULL,NULL,NULL
2559,BANLOC,1013.4,79,15.5,1435886662498,2.0,NULL,NULL
2560,BARAOLT,972.9,75,11.7,1435886662534,NULL,NULL,NULL
2561,BARLAD,972.9,75,18.9,1435886662559,NULL,NULL,NULL
2562,BATOS,972.9,75,13.9,1435886662590,1.0,NULL,NULL
2563,BECHET,1018.3,92,18.2,1435886662618,1.0,NULL,NULL
2564,BISOCA,925.6,66,14.8,1435886662647,9.0,NULL,NULL
2565,BISTRITA,981.6,72,15.4,1435886662676,1.0,NULL,NULL
2566,BLAJ,985.1,70,16.5,1435886662704,4.0,NULL,NULL
2567,BOITA,964.1,100,13.5,1435886662733,2.0,NULL,NULL
2568,BOROD,985.8,86,12.9,1435886662761,1.0,NULL,NULL
2569,BOTOSANI,1005.3,64,19,1435886662789,4.0,NULL,NULL
2570,BOZOVICI,1020,75,12.2,1435886662821,NULL,NULL,NULL
2571,BRAILA,1020,75,17,1435886662850,3.0,NULL,NULL
2572,"BRASOV GHIMBAV",962.6,94,12.4,1435886662876,3.0,NULL,NULL
2573,BUCIN,882.8,70,10.3,1435886662904,2.0,NULL,NULL
2574,"BUCURESTI AFUMATI",1011.3,87,15.1,1435886662940,NULL,NULL,NULL
2575,"BUCURESTI BANEASA",1011.3,87,12.4,1435886662992,NULL,NULL,NULL
2576,"BUCURESTI FILARET",1011.3,87,15.7,1435886663018,NULL,NULL,NULL
2577,BUZAU,1011.3,87,15.4,1435886663047,1.0,NULL,NULL
2578,CALAFAT,1015.7,86,17.8,1435886663075,1.0,NULL,NULL
2579,CALARASI,1020.1,78,16.2,1435886663104,2.0,NULL,NULL
2580,"CALIMANI (RETITIS)",808.9,100,5.3,1435886663132,NULL,NULL,NULL
2581,"CAMPENI (BISTRA)",969.6,86,10.6,1435886663161,NULL,NULL,NULL
2582,CAMPINA,969.6,86,13.4,1435886663189,1.0,NULL,NULL
2583,CARACAL,995.2,94,17.8,1435886663217,NULL,NULL,NULL
2584,CARANSEBES,995.2,94,14.1,1435886663250,1.0,NULL,NULL
2585,"CEAHLAU TOACA",819.7,100,6.1,1435886663279,4.0,NULL,NULL
2586,CERNAVODA,1011.5,71,17.6,1435886663329,2.0,NULL,NULL
2587,"CHISINEU CRIS",1012.1,81,14.6,1435886663366,3.0,NULL,NULL
2588,CLUJ-NAPOCA,977.3,91,13.4,1435886663392,2.0,NULL,NULL
2589,CONSTANTA,1019.1,67,18.6,1435886663422,1.0,NULL,NULL
2590,CORUGEA,995.2,100,15.7,1435886663449,3.0,NULL,NULL
2591,COTNARI,989.4,68,17.6,1435886663478,7.0,NULL,NULL
2592,CRAIOVA,1000.5,93,17.1,1435886663506,2.0,NULL,NULL
2593,DARABANI,994.8,79,16.1,1435886663534,4.0,NULL,NULL
2594,DEJ,990.9,85,12,1435886663563,NULL,NULL,NULL
2595,DEVA,990.9,85,13.5,1435886663592,NULL,NULL,NULL
2596,DRAGASANI,990.9,85,17.6,1435886663621,1.0,NULL,NULL
2597,"DROBETA TURNU SEVERIN",1014.7,86,18.2,1435886663657,2.0,NULL,NULL
2598,DUMBRAVENI,987.2,99,11.2,1435886663709,1.0,NULL,NULL
2599,"DUMBRAVITA DE CODRU",974.7,100,16.6,1435886663737,NULL,NULL,NULL
2600,FAGARAS,974.7,100,14.1,1435886663766,2.0,NULL,NULL
2601,FOCSANI,1015.9,53,20.8,1435886663797,3.0,NULL,NULL
2602,FUNDATA,872.2,99,9.8,1435886663825,1.0,NULL,NULL
2603,GALATI,1013.6,73,16.5,1435886663851,2.0,NULL,NULL
2604,GIURGIU,1020.1,76,14.9,1435886663879,NULL,NULL,NULL
2605,GRIVITA,1020.1,76,14.5,1435886663907,NULL,NULL,NULL
2606,"GURA PORTITEI",1020.1,76,19.2,1435886663935,6.0,NULL,NULL
2607,GURAHONT,1002.9,94,13,1435886663963,2.0,NULL,NULL
2608,HALANGA,1017,88,18.6,1435886663992,NULL,NULL,NULL
2609,HARSOVA,1017,88,14.6,1435886664020,2.0,NULL,NULL
2610,HOLOD,1014.5,81,15.7,1435886664049,NULL,NULL,NULL
2611,IASI,1014.5,81,17.5,1435886664078,1.0,NULL,NULL
2612,"INTORSURA BUZAULUI",945,100,11.3,1435886664113,1.0,NULL,NULL
2613,JIMBOLIA,1014.2,62,17.9,1435886664165,3.0,NULL,NULL
2614,JOSENI,939.6,89,10,1435886664192,1.0,NULL,NULL
2615,JURILOVCA,1016.1,68,17.6,1435886664220,4.0,NULL,NULL
2616,LACAUTI,821.7,100,7,1435886664249,6.0,NULL,NULL
2617,LUGOJ,1008.8,93,13.9,1435886664281,1.0,NULL,NULL
2618,MAHMUDIA,1000.4,84,16.2,1435886664308,7.0,NULL,NULL
2619,MANGALIA,1019.8,70,17.6,1435886664334,3.0,NULL,NULL
2620,MEDGIDIA,1013.2,80,15.2,1435886664365,2.0,NULL,NULL
2621,"MIERCUREA CIUC",948.4,99,8.9,1435886664394,1.0,NULL,NULL
2622,"MOLDOVA VECHE",1008.1,81,16.8,1435886664422,NULL,NULL,NULL
2623,"NEGRESTI (VASLUI)",1008.1,81,18.4,1435886664450,2.0,NULL,NULL
2624,"OBARSIA LOTRULUI",1008.3,78,5.6,1435886664480,NULL,NULL,NULL
2625,"OCNA SUGATAG",1008.3,78,11.5,1435886664508,NULL,NULL,NULL
2626,"ODORHEIUL SECUIESC",1008.3,78,13.5,1435886664536,NULL,NULL,NULL
2627,OLTENITA,1008.3,78,16.2,1435886664572,NULL,NULL,NULL
2628,ORADEA,1008.3,78,15.9,1435886664625,1.0,NULL,NULL
2629,ORAVITA,987.1,64,16.8,1435886664651,2.0,NULL,NULL
2630,PALTINIS,863.6,76,10.3,1435886664680,1.0,NULL,NULL
2631,PARANG,853.8,89,10.1,1435886664709,2.0,NULL,NULL
2632,PENTELEU,843.2,85,8.5,1435886664737,NULL,NULL,NULL
2633,"PIATRA NEAMT",982.2,67,17.1,1435886664765,3.0,NULL,NULL
2634,PITESTI,985.9,92,16.6,1435886664794,2.0,NULL,NULL
2635,PLOIESTI,1001.9,90,15.2,1435886664822,2.0,NULL,NULL
2636,"POIANA STAMPEI",920.7,86,11,1435886664850,1.0,NULL,NULL
2637,POLOVRAGI,962.8,78,16.2,1435886664879,2.0,NULL,NULL
2638,PREDEAL,901.7,97,8.9,1435886664908,3.0,NULL,NULL
2639,RADAUTI,980.1,71,16.5,1435886664937,3.0,NULL,NULL
2640,"RAMNICU VALCEA",996.1,82,17.2,1435886664964,1.0,NULL,NULL
2641,RESITA,990.3,92,14,1435886664993,2.0,NULL,NULL
2642,ROMAN,997.5,76,16.8,1435886665021,4.0,NULL,NULL
2643,"ROSIA MONTANA",891,72,12.1,1435886665051,5.0,NULL,NULL
2644,"ROSIORII DE VEDE",1012.2,68,17.3,1435886665079,NULL,NULL,NULL
2645,"SANNICOLAU MARE",1012.2,68,16.7,1435886665106,3.0,NULL,NULL
2646,SARMASU,979,62,16,1435886665135,2.0,NULL,NULL
2647,"SATU MARE",1010.9,85,13.4,1435886665163,2.0,NULL,NULL
2648,"SEBES (ALBA)",992.9,65,18,1435886665192,3.0,NULL,NULL
2649,SEMENIC,866.4,87,8.4,1435886665221,6.0,NULL,NULL
2650,"SFANTU GHEORGHE (MUNTE)",963.8,97,11.8,1435886665249,1.0,NULL,NULL
2651,SIBIU,856.8,82,13.3,1435886665278,NULL,NULL,NULL
2652,"SIGHETUL MARMATIEI",856.8,82,11.6,1435886665306,NULL,NULL,NULL
2653,"SINAIA 1500",856.8,82,9.4,1435886665334,2.0,NULL,NULL
2654,SIRIA,968.8,45,20.5,1435886665363,3.0,NULL,NULL
2655,SLATINA,1003,99,16.2,1435886665398,2.0,NULL,NULL
2656,SLOBOZIA,1016.1,84,14.9,1435886665452,3.0,NULL,NULL
2657,"STANA DE VALE",1010.4,80,5.8,1435886665478,NULL,NULL,NULL
2658,"STEFANESTI STANCA",1010.4,80,17.9,1435886665508,6.0,NULL,NULL
2659,"STEI (PETRU GROZA)",991,87,12.3,1435886665535,2.0,NULL,NULL
2660,STOLNICI,998.9,95,15.9,1435886665563,1.0,NULL,NULL
2661,SUCEAVA,982.2,74,16.3,1435886665592,3.0,NULL,NULL
2662,SULINA,1018.4,88,18.3,1435886665622,6.0,NULL,NULL
2663,"SUPURU DE JOS",790.3,85,11.1,1435886665649,NULL,NULL,NULL
2664,TARCU,790.3,85,7.7,1435886665677,3.0,NULL,NULL
2665,TARGOVISTE,988.5,100,14.2,1435886665706,3.0,NULL,NULL
2666,"TARGU JIU",993,97,17.5,1435886665734,NULL,NULL,NULL
2667,"TARGU LAPUS",993,97,11.8,1435886665788,NULL,NULL,NULL
2668,"TARGU LOGRESTI",993,97,16,1435886665821,1.0,NULL,NULL
2669,"TARGU MURES",988.8,94,11.8,1435886665846,1.0,NULL,NULL
2670,"TARGU NEAMT",979.6,64,18,1435886665875,4.0,NULL,NULL
2671,"TARGU OCNA",995,68,17.4,1435886665905,4.0,NULL,NULL
2672,"TARGU SECUIESC",958.4,82,11.7,1435886665933,1.0,NULL,NULL
2673,"TARNAVENI (BOBOHALMA)",964,64,16.4,1435886665960,2.0,NULL,NULL
2674,TEBEA,992.6,97,11.6,1435886665988,2.0,NULL,NULL
2675,TECUCI,1014.9,59,19.9,1435886666016,7.0,NULL,NULL
2676,TIMISOARA,1012.6,65,18.1,1435886666045,3.0,NULL,NULL
2677,TITU,1005,99,14.5,1435886666074,1.0,NULL,NULL
2678,TOPLITA,947.1,92,9.8,1435886666106,1.0,NULL,NULL
2679,TULCEA,1020.3,74,19.3,1435886666136,2.0,NULL,NULL
2680,TURDA,975.6,71,14.8,1435886666164,1.0,NULL,NULL
2681,"TURNU MAGURELE",1015.6,78,19,1435886666190,NULL,NULL,NULL
2682,URZICENI,1015.6,78,16.1,1435886666246,2.0,NULL,NULL
2683,"VARADIA DE MURES",759.8,77,10.4,1435886666284,NULL,NULL,NULL
2684,"VARFUL OMU",759.8,77,1.8,1435886666310,NULL,NULL,NULL
2685,VASLUI,1018.8,100,16.4,1435886666338,NULL,NULL,NULL
2686,"VLADEASA 1800",1018.8,100,6.8,1435886666366,NULL,NULL,NULL
2687,VOINEASA,1018.8,100,10.5,1435886666395,NULL,NULL,NULL
2688,ZALAU,1018.8,100,13.9,1435886666423,NULL,NULL,NULL
2689,ZIMNICEA,1018.8,100,17.4,1435886666452,1.0,NULL,NULL
2690,ADAMCLISI,1002.9,79,15.6,1435890262642,1.0,NULL,NULL
2691,ADJUD,1009.7,81,18.5,1435890262673,4.0,NULL,NULL
2692,ALEXANDRIA,1014,96,15.9,1435890262728,1.0,NULL,NULL
2693,ARAD,1009.6,80,14.7,1435890262767,1.0,NULL,NULL
2694,BACAU,1002.8,60,19.7,1435890262825,2.0,NULL,NULL
2695,BACLES,987.1,77,17.4,1435890262868,2.0,NULL,NULL
2696,"BAIA MARE",1003.3,79,13.3,1435890262893,1.0,NULL,NULL
2697,"BAILE HERCULANE",1016.5,77,15.3,1435890262923,NULL,NULL,NULL
2698,BAILESTI,1016.5,77,19.2,1435890262951,1.0,NULL,NULL
2699,"BALEA LAC",802.8,99,2.6,1435890262978,2.0,NULL,NULL
2700,BANLOC,1013.1,81,14.9,1435890263006,2.0,NULL,NULL
2701,BARAOLT,964.9,88,10.8,1435890263034,1.0,NULL,NULL
2702,BARLAD,925.2,65,17.8,1435890263062,NULL,NULL,NULL
2703,BATOS,925.2,65,13.2,1435890263091,NULL,NULL,NULL
2704,BECHET,925.2,65,17,1435890263120,NULL,NULL,NULL
2705,BISOCA,925.2,65,14.9,1435890263148,6.0,NULL,NULL
2706,BISTRITA,981.5,78,14.2,1435890263176,1.0,NULL,NULL
2707,BLAJ,985.2,75,15.5,1435890263230,2.0,NULL,NULL
2708,BOITA,964.1,100,13.1,1435890263263,3.0,NULL,NULL
2709,BOROD,985.6,89,11.5,1435890263288,1.0,NULL,NULL
2710,BOTOSANI,1005.3,67,18.7,1435890263317,3.0,NULL,NULL
2711,BOZOVICI,994.6,97,11.3,1435890263346,1.0,NULL,NULL
2712,BRAILA,1019.8,74,17.3,1435890263374,3.0,NULL,NULL
2713,"BRASOV GHIMBAV",962.3,94,11.5,1435890263402,2.0,NULL,NULL
2714,"BUCURESTI AFUMATI",1012.1,100,15.3,1435890263431,NULL,NULL,NULL
2715,"BUCURESTI BANEASA",1012.1,100,12.9,1435890263460,1.0,NULL,NULL
2716,"BUCURESTI FILARET",1010.9,84,16,1435890263488,NULL,NULL,NULL
2717,BUZAU,1010.9,84,15.2,1435890263517,2.0,NULL,NULL
2718,CALAFAT,1015.9,88,17.9,1435890263553,2.0,NULL,NULL
2719,CALARASI,1019.9,70,17.2,1435890263606,1.0,NULL,NULL
2720,"CALIMANI (RETITIS)",808.9,100,5.4,1435890263631,NULL,NULL,NULL
2721,"CAMPENI (BISTRA)",954.4,97,9.9,1435890263660,1.0,NULL,NULL
2722,CAMPINA,969.4,82,13.5,1435890263689,1.0,NULL,NULL
2723,CARACAL,1010.8,94,17.5,1435890263717,1.0,NULL,NULL
2724,CARANSEBES,995.1,88,14.7,1435890263746,1.0,NULL,NULL
2725,"CEAHLAU TOACA",819.6,100,6.2,1435890263773,4.0,NULL,NULL
2726,CERNAVODA,1011.4,72,17.4,1435890263804,2.0,NULL,NULL
2727,"CHISINEU CRIS",1012.2,85,13.8,1435890263837,3.0,NULL,NULL
2728,CLUJ-NAPOCA,977.2,91,12.7,1435890263862,3.0,NULL,NULL
2729,CONSTANTA,1019.1,72,17.3,1435890263891,2.0,NULL,NULL
2730,CORUGEA,995,99,15.6,1435890263919,3.0,NULL,NULL
2731,COTNARI,989.7,66,18.1,1435890263974,7.0,NULL,NULL
2732,CRAIOVA,1000.6,93,17.1,1435890264010,3.0,NULL,NULL
2733,DARABANI,994.8,80,15.9,1435890264036,4.0,NULL,NULL
2734,DEJ,991,84,11.2,1435890264065,NULL,NULL,NULL
2735,DEVA,991,84,14.1,1435890264093,NULL,NULL,NULL
2736,DRAGASANI,991,84,17.4,1435890264121,1.0,NULL,NULL
2737,"DROBETA TURNU SEVERIN",987.2,99,18.8,1435890264151,NULL,NULL,NULL
2738,DUMBRAVENI,987.2,99,10.6,1435890264178,1.0,NULL,NULL
2739,"DUMBRAVITA DE CODRU",974.8,100,17,1435890264206,NULL,NULL,NULL
2740,FAGARAS,974.8,100,12.7,1435890264235,2.0,NULL,NULL
2741,FOCSANI,1015.9,53,21.3,1435890264264,4.0,NULL,NULL
2742,FUNDATA,872.1,95,9.4,1435890264292,1.0,NULL,NULL
2743,GALATI,1013.4,70,17.5,1435890264320,3.0,NULL,NULL
2744,GIURGIU,1019.9,78,14.5,1435890264349,NULL,NULL,NULL
2745,GRIVITA,1019.9,78,14.5,1435890264377,NULL,NULL,NULL
2746,"GURA PORTITEI",1019.9,78,19.1,1435890264406,6.0,NULL,NULL
2747,GURAHONT,1003,95,12.5,1435890264434,1.0,NULL,NULL
2748,HALANGA,1016.8,88,18,1435890264462,NULL,NULL,NULL
2749,HARSOVA,1016.8,88,14.4,1435890264491,2.0,NULL,NULL
2750,HOLOD,1014.5,82,15.7,1435890264520,NULL,NULL,NULL
2751,IASI,1014.5,82,17.6,1435890264550,1.0,NULL,NULL
2752,"INTORSURA BUZAULUI",1014,65,10.5,1435890264578,NULL,NULL,NULL
2753,JIMBOLIA,1014,65,16.9,1435890264631,3.0,NULL,NULL
2754,JOSENI,939.3,94,8.6,1435890264665,1.0,NULL,NULL
2755,JURILOVCA,1015.7,65,18.5,1435890264690,5.0,NULL,NULL
2756,LACAUTI,821.7,100,7,1435890264719,5.0,NULL,NULL
2757,LUGOJ,1008.9,94,13.6,1435890264746,1.0,NULL,NULL
2758,MAHMUDIA,1000.4,88,16.1,1435890264775,7.0,NULL,NULL
2759,MANGALIA,1019.7,72,17.1,1435890264804,3.0,NULL,NULL
2760,MEDGIDIA,1013,82,15.3,1435890264832,3.0,NULL,NULL
2761,"MIERCUREA CIUC",1013.3,75,9,1435890264862,NULL,NULL,NULL
2762,"MOLDOVA VECHE",1013.3,75,17.7,1435890264891,1.0,NULL,NULL
2763,"NEGRESTI (VASLUI)",1008.1,81,18.4,1435890264919,2.0,NULL,NULL
2764,"OBARSIA LOTRULUI",875,92,5.2,1435890264949,1.0,NULL,NULL
2765,"OCNA SUGATAG",967.6,86,11.1,1435890265004,1.0,NULL,NULL
2766,"ODORHEIUL SECUIESC",963.6,81,12.1,1435890265036,1.0,NULL,NULL
2767,OLTENITA,1008.3,91,16.2,1435890265064,NULL,NULL,NULL
2768,ORADEA,1008.3,91,13.3,1435890265092,1.0,NULL,NULL
2769,ORAVITA,986.7,59,16.9,1435890265121,2.0,NULL,NULL
2770,PALTINIS,853.7,86,9.3,1435890265152,NULL,NULL,NULL
2771,PARANG,853.7,86,10.4,1435890265179,2.0,NULL,NULL
2772,PENTELEU,842.8,87,8.5,1435890265206,NULL,NULL,NULL
2773,"PIATRA NEAMT",982,68,16.9,1435890265237,2.0,NULL,NULL
2774,PITESTI,985.7,90,16.8,1435890265264,2.0,NULL,NULL
2775,PLOIESTI,1001.6,80,15.7,1435890265294,2.0,NULL,NULL
2776,"POIANA STAMPEI",920.4,91,10.4,1435890265332,1.0,NULL,NULL
2777,POLOVRAGI,962.6,73,17.1,1435890265382,2.0,NULL,NULL
2778,PREDEAL,901.6,97,8.3,1435890265409,2.0,NULL,NULL
2779,RADAUTI,980.1,70,16.7,1435890265438,3.0,NULL,NULL
2780,"RAMNICU VALCEA",996.1,85,16.3,1435890265468,1.0,NULL,NULL
2781,RESITA,990.1,92,13.3,1435890265496,1.0,NULL,NULL
